v1,v2,v3,Target
53.90147681,499.9864657,589.8444338,ABNORMAL
54.07001466,278.9789457,592.8839338,NORMAL
499.8637951,275.0673564,590.1591488,ABNORMAL
499.9152597,275.070679,590.0810918,ABNORMAL
500.1750496,275.0709258,590.0714102,ABNORMAL
95.96705595,274.9559717,590.8757204,NORMAL
53.90636056,500.0317533,590.0043575,ABNORMAL
700.0742498,278.7913399,500.2420574,ABNORMAL
53.91750338,500.0060394,590.0255987,ABNORMAL
54.02797583,499.8544489,590.0170364,ABNORMAL
499.9996836,274.9731535,589.8863748,ABNORMAL
53.99600868,275.0928678,799.978884,ABNORMAL
700.0964482,278.9784005,500.234308,ABNORMAL
700.1959233,279.0011618,500.1480068,ABNORMAL
53.91800089,278.9765341,593.0328341,NORMAL
699.9604241,279.172028,499.9984901,ABNORMAL
500.1480541,275.0045184,590.0944675,ABNORMAL
54.00139443,275.077179,799.9616646,ABNORMAL
53.96502197,279.2479839,592.983873,NORMAL
95.90336963,274.9651526,590.9593006,NORMAL
53.96200681,279.0413597,593.1034109,NORMAL
54.04369187,500.0210083,590.2299503,ABNORMAL
699.9945886,278.9934674,500.0284531,ABNORMAL
54.01592596,279.0092447,592.8917347,NORMAL
699.9080411,279.064954,500.2170441,ABNORMAL
700.0657452,279.1483387,499.922584,ABNORMAL
700.1210729,278.973449,500.1054842,ABNORMAL
96.05373418,275.1092703,590.79177,NORMAL
53.99581853,275.0669882,799.9103137,ABNORMAL
54.13405692,278.9873397,592.9957502,NORMAL
54.00933148,500.0663232,589.9607856,ABNORMAL
499.9484706,274.9373488,589.9875799,ABNORMAL
53.80916786,500.0355826,590.0582219,ABNORMAL
699.9460016,278.9151132,500.1467475,ABNORMAL
499.8058157,274.9350317,590.0323871,ABNORMAL
54.09709861,499.9995801,590.0054371,ABNORMAL
53.98727987,274.8409273,800.0336931,ABNORMAL
699.8480717,278.9479741,500.1108467,ABNORMAL
95.7819978,275.0938489,590.9039205,NORMAL
700.172018,279.1131376,500.1202066,ABNORMAL
54.09128066,499.931019,589.957252,ABNORMAL
53.86325717,279.018273,593.013708,NORMAL
54.0745805,279.0176813,592.8583864,NORMAL
53.95136661,278.9679417,593.1426524,NORMAL
53.94787222,499.9978272,589.9830867,ABNORMAL
54.00742938,278.956414,592.8215894,NORMAL
54.11299462,274.8300799,799.9407715,ABNORMAL
96.0769672,275.0672779,591.0528117,NORMAL
699.8439915,279.1174955,499.7407909,ABNORMAL
96.00238272,274.9298458,590.8297003,NORMAL
95.96934314,275.044134,591.0374819,NORMAL
54.12266318,279.1393681,593.0475194,NORMAL
95.985384,274.8561956,591.077337,NORMAL
700.0910458,279.0258827,500.0512719,ABNORMAL
699.9424023,279.1497027,500.0021827,ABNORMAL
53.9782258,275.2070127,799.8765379,ABNORMAL
500.0392118,274.9357867,590.0480886,ABNORMAL
499.8843193,274.8665702,589.9674178,ABNORMAL
54.15909497,275.0347816,800.1242305,ABNORMAL
499.877223,274.9924028,589.9130164,ABNORMAL
53.85856756,500.0737904,590.0104475,ABNORMAL
53.97539227,279.1450893,593.0948927,NORMAL
54.04507915,278.8494139,592.9227799,NORMAL
53.80894864,499.942431,590.1075542,ABNORMAL
54.08764406,278.9869373,593.1497888,NORMAL
95.95312048,274.9060917,590.9942406,NORMAL
499.9407552,275.1078909,589.9695135,ABNORMAL
699.9739358,279.0115638,500.1657699,ABNORMAL
499.9089866,275.015287,590.0020155,ABNORMAL
95.95735274,274.9246932,590.8891865,NORMAL
53.96822923,500.2467086,590.028775,ABNORMAL
54.07542988,499.9118118,589.9587315,ABNORMAL
499.9540704,274.8978762,589.9830001,ABNORMAL
53.94343708,499.8845798,589.9672966,ABNORMAL
700.0779912,279.0446354,499.8561907,ABNORMAL
54.12085665,279.1127932,592.9477785,NORMAL
53.90402052,499.8987491,590.1426929,ABNORMAL
54.03762021,279.204788,593.1633608,NORMAL
54.04194212,499.9208214,589.8956464,ABNORMAL
53.96957868,500.0678825,590.1498235,ABNORMAL
53.94766172,274.9476546,800.0276637,ABNORMAL
499.8262659,274.9966883,590.0525005,ABNORMAL
500.1675959,275.0523685,590.0071046,ABNORMAL
499.9866132,274.9906819,590.0976226,ABNORMAL
54.13338539,278.9981522,593.1115247,NORMAL
54.0886986,275.078208,799.8764657,ABNORMAL
499.9166829,275.0209489,590.1121663,ABNORMAL
95.84736583,274.9622354,591.0563117,NORMAL
54.2199452,275.1930365,799.9050621,ABNORMAL
96.13052226,274.893849,591.0982531,NORMAL
53.90076281,274.8615202,799.9662115,ABNORMAL
53.8404369,499.9890304,590.1142733,ABNORMAL
54.0326277,500.0228453,589.9868121,ABNORMAL
700.0616057,279.0312309,500.0444203,ABNORMAL
54.06224506,500.1008394,589.9521244,ABNORMAL
53.92996505,279.0086796,593.0407361,NORMAL
53.92526502,279.0106437,592.980359,NORMAL
53.99470595,274.8962567,799.8642937,ABNORMAL
96.04316952,274.9427846,590.9296326,NORMAL
54.03280606,500.1336356,589.8285614,ABNORMAL
699.9659777,278.9999064,499.8451944,ABNORMAL
53.95942374,275.081314,799.9230276,ABNORMAL
699.9907828,278.8909125,499.970586,ABNORMAL
699.9574716,278.8764991,499.8730766,ABNORMAL
699.8845693,279.0026193,499.9218647,ABNORMAL
95.74770914,275.0281257,591.0183632,NORMAL
54.04725942,500.174361,589.9876239,ABNORMAL
54.00461201,499.9852773,589.9175325,ABNORMAL
95.99304562,274.9017643,591.0379989,NORMAL
499.8366558,275.2198647,590.0222261,ABNORMAL
53.98755364,499.9322046,590.0961476,ABNORMAL
53.99860969,279.011521,593.1304655,NORMAL
500.0065357,274.8645811,589.9461933,ABNORMAL
53.86142912,499.9046522,590.0112847,ABNORMAL
54.057212,279.028589,592.7832744,NORMAL
96.07080179,275.0267384,591.0225695,NORMAL
53.91499415,275.1729755,799.9872847,ABNORMAL
699.8663178,279.0980946,500.047637,ABNORMAL
699.8558152,278.9072653,499.7940034,ABNORMAL
96.21562919,274.9760525,591.1148252,NORMAL
699.9602431,278.9852208,500.0318574,ABNORMAL
53.91337817,279.0716038,592.9466457,NORMAL
54.00986596,500.0788011,590.0701155,ABNORMAL
500.0490438,275.0714951,589.78548,ABNORMAL
500.0151653,274.8930396,590.0371102,ABNORMAL
700.0863706,279.1228604,499.8840703,ABNORMAL
499.9845572,275.1648265,590.1030533,ABNORMAL
700.1537961,278.9881289,499.9310745,ABNORMAL
699.9795914,279.154332,499.9758472,ABNORMAL
95.88921697,275.0656948,591.066387,NORMAL
53.83066849,279.004378,593.1569688,NORMAL
699.9945605,278.9342767,499.978572,ABNORMAL
500.0360432,274.8847076,590.0648784,ABNORMAL
499.9205295,274.93791,590.1122055,ABNORMAL
700.108255,279.012718,499.9754074,ABNORMAL
53.87299768,274.9670587,799.9536508,ABNORMAL
54.00116966,274.8278726,799.9659925,ABNORMAL
54.05486849,274.9441827,799.9934916,ABNORMAL
500.1629967,275.0176441,589.9559311,ABNORMAL
699.9862154,279.1579456,500.1322234,ABNORMAL
700.0436955,279.083815,499.9399366,ABNORMAL
54.0642751,278.9551817,592.9970112,NORMAL
700.1108271,278.8412946,500.0193679,ABNORMAL
699.9904929,279.1424092,499.9725559,ABNORMAL
699.9122439,279.0929354,499.8639149,ABNORMAL
53.9622068,279.0907045,592.9275663,NORMAL
500.0877186,275.0066865,590.0170802,ABNORMAL
53.96345679,279.015565,593.0837637,NORMAL
53.99127182,278.9889357,592.8477067,NORMAL
54.05481729,275.1237201,800.0802987,ABNORMAL
53.96488089,500.0009396,589.852136,ABNORMAL
53.87006405,279.1279465,592.9374511,NORMAL
499.899859,275.1359488,590.0488098,ABNORMAL
54.02028446,275.0836181,800.0122338,ABNORMAL
53.91789255,279.0631306,593.0945718,NORMAL
54.01047267,275.1135511,799.8817378,ABNORMAL
54.28618391,499.7998653,590.093736,ABNORMAL
700.0217866,278.884628,499.9069077,ABNORMAL
96.00163622,275.1224121,590.9091921,NORMAL
500.0616209,275.0474094,589.9103429,ABNORMAL
54.08837203,279.0087886,593.1622408,NORMAL
95.94616404,275.0820317,591.1262008,NORMAL
54.08093987,278.9883987,593.0040737,NORMAL
54.05454172,279.1441177,593.1080056,NORMAL
700.0571529,279.0084242,500.1639271,ABNORMAL
54.00793372,278.9284328,592.938188,NORMAL
699.9219904,279.128211,500.0481287,ABNORMAL
54.00519849,499.8214694,589.9446031,ABNORMAL
500.085736,275.0199423,590.0019838,ABNORMAL
500.0190125,275.0581227,589.8927383,ABNORMAL
500.1009449,275.0112255,589.9784234,ABNORMAL
54.08513187,278.8902487,593.0706855,NORMAL
95.86538548,274.9484049,591.0069551,NORMAL
699.8836956,278.97906,499.898365,ABNORMAL
699.8218272,278.8489504,500.1344963,ABNORMAL
53.90570436,275.0336145,800.0696814,ABNORMAL
54.04347974,275.0582042,799.8909841,ABNORMAL
499.9500557,274.9244539,589.9219335,ABNORMAL
699.9794153,278.9960739,500.0184286,ABNORMAL
699.8461021,278.9228343,499.9551544,ABNORMAL
53.96333521,279.0099402,592.9029301,NORMAL
95.91317311,274.9702088,590.9523857,NORMAL
53.78988435,500.1519916,590.1030742,ABNORMAL
53.85437619,499.9415841,590.0380147,ABNORMAL
96.13123474,275.1037169,591.1689799,NORMAL
53.84900584,278.9953579,593.0507524,NORMAL
499.9873074,274.9749287,590.0526914,ABNORMAL
699.8497929,278.970973,499.9188098,ABNORMAL
500.0127009,275.0799267,590.0002245,ABNORMAL
54.00652617,275.0304389,800.0339351,ABNORMAL
54.03027414,279.0942554,592.9783927,NORMAL
499.9200688,275.1299946,590.0097718,ABNORMAL
54.01953365,499.9171836,590.0400264,ABNORMAL
699.958678,278.9218541,499.9245723,ABNORMAL
54.00908592,278.9723596,593.0044944,NORMAL
96.02630747,274.7773496,591.1138241,NORMAL
700.0076636,278.9735733,499.8545773,ABNORMAL
699.9709396,279.0028009,500.1792923,ABNORMAL
699.9237356,279.0809988,499.9201551,ABNORMAL
54.12014538,278.9225267,592.9426524,NORMAL
96.01303314,275.0573184,591.0123069,NORMAL
54.10583398,499.9502873,589.9284011,ABNORMAL
700.0401098,279.0521605,500.0257887,ABNORMAL
699.9440407,278.8782247,500.0078322,ABNORMAL
53.94414462,499.8783356,589.9542714,ABNORMAL
53.99893275,274.969657,800.1316917,ABNORMAL
700.0646378,279.1006658,499.9877449,ABNORMAL
699.9318298,279.002097,500.0591906,ABNORMAL
54.15812086,279.0121319,592.979642,NORMAL
700.1372119,279.0288453,500.069416,ABNORMAL
54.04132489,279.0997839,592.9887517,NORMAL
96.02248825,274.9898785,591.1835894,NORMAL
500.0287902,275.127712,590.0256259,ABNORMAL
54.02727989,499.8383663,590.0647497,ABNORMAL
54.00131925,278.8654544,593.0562147,NORMAL
54.08787039,274.9277238,800.0466435,ABNORMAL
96.00460282,274.8539106,590.9186969,NORMAL
53.87013834,278.9735039,593.0237404,NORMAL
499.999725,274.9414432,589.8710924,ABNORMAL
53.74380954,278.9083028,593.0081353,NORMAL
95.87788026,274.9002619,590.9612842,NORMAL
699.8949076,279.0548866,499.9046196,ABNORMAL
95.92094896,274.9570109,591.0602465,NORMAL
53.91980945,279.0789789,592.97304,NORMAL
700.0254187,278.8833528,499.8845849,ABNORMAL
53.92647448,274.9748545,799.9919814,ABNORMAL
54.09682492,274.9869438,800.0855927,ABNORMAL
500.0038874,274.8906275,589.9156588,ABNORMAL
53.97451867,275.04788,800.0508897,ABNORMAL
500.2267457,274.707801,590.1288596,ABNORMAL
499.9150814,275.0427486,589.8855654,ABNORMAL
54.14550339,499.788556,590.0281311,ABNORMAL
96.01052331,275.0258985,590.9851852,NORMAL
96.06560667,275.0604048,591.0490012,NORMAL
53.99717066,274.9673287,799.931198,ABNORMAL
499.8660965,275.0285164,590.069424,ABNORMAL
500.131236,275.0310113,590.1984749,ABNORMAL
54.03182637,500.1051903,590.0605033,ABNORMAL
699.9239273,279.0023284,499.9009494,ABNORMAL
54.10121885,278.8710725,592.8199854,NORMAL
699.9623391,278.9312168,500.1212444,ABNORMAL
54.06681633,275.0670187,799.9198827,ABNORMAL
699.8836934,279.0434215,500.0551856,ABNORMAL
53.8887622,279.0452171,593.1243739,NORMAL
53.81900988,499.8497632,589.9294588,ABNORMAL
54.0200776,499.9280491,589.9994436,ABNORMAL
54.09537234,275.0864645,799.9396072,ABNORMAL
54.00200545,278.9286868,593.0667646,NORMAL
53.915909,278.99884,592.9337582,NORMAL
53.87506413,274.9950098,800.1248155,ABNORMAL
54.06120015,500.0955093,589.9695739,ABNORMAL
96.02193436,274.9458639,590.9656984,NORMAL
96.1115108,275.0349658,590.9523187,NORMAL
54.09251612,274.963382,799.9587035,ABNORMAL
53.96921257,279.1736515,593.0101557,NORMAL
54.20231651,278.9724859,593.0445097,NORMAL
699.953258,278.9318228,500.0566978,ABNORMAL
499.933367,274.9987014,590.0126844,ABNORMAL
699.8608701,278.9780473,500.1746244,ABNORMAL
53.95736092,274.8706955,799.9640559,ABNORMAL
500.005941,275.0093599,590.0306199,ABNORMAL
54.01695552,275.1132742,799.8768299,ABNORMAL
95.8968624,275.0363173,590.9255392,NORMAL
499.8517793,274.9292215,590.036193,ABNORMAL
53.8703531,278.9620665,593.0829854,NORMAL
53.97978674,278.938286,593.0338322,NORMAL
96.10560155,275.060877,591.1317457,NORMAL
53.99694273,278.9032486,592.9968823,NORMAL
96.00377539,274.9004496,591.153985,NORMAL
54.10357921,499.7616818,590.1821515,ABNORMAL
54.12229708,274.9389902,799.985589,ABNORMAL
95.93576144,274.9452143,590.9356364,NORMAL
53.94857333,278.9300339,593.1115338,NORMAL
96.05415618,275.0063975,590.9582071,NORMAL
699.9264302,279.1967385,499.8713091,ABNORMAL
500.1615223,275.1741843,589.8599487,ABNORMAL
95.95259658,275.1115773,590.8346995,NORMAL
96.11819259,275.1465913,590.7489584,NORMAL
700.0907464,278.999569,500.1576596,ABNORMAL
54.2769037,275.1123798,799.865744,ABNORMAL
54.05483364,275.0405862,799.9049197,ABNORMAL
699.9659359,279.1476086,500.0591418,ABNORMAL
96.00325795,275.149006,590.8671696,NORMAL
54.02927694,500.0201833,589.9964624,ABNORMAL
54.02795258,274.9727386,800.0432,ABNORMAL
54.1619311,499.9216996,590.0020448,ABNORMAL
53.91040061,499.8545582,589.9221882,ABNORMAL
699.9974467,278.8780813,500.0721189,ABNORMAL
95.93216453,275.0113353,590.8987246,NORMAL
96.19990192,274.9394207,590.9754759,NORMAL
95.99233931,275.0758437,590.9880866,NORMAL
53.99319074,278.9599226,593.0275248,NORMAL
53.94995238,500.1619732,589.9823341,ABNORMAL
500.090243,275.0093112,589.9026637,ABNORMAL
95.97409446,274.8390418,590.9228919,NORMAL
700.1121291,279.0987154,499.9743855,ABNORMAL
54.09214156,274.8503688,799.9440964,ABNORMAL
699.9876457,279.1431371,499.9555268,ABNORMAL
700.0103122,278.9418225,500.1736408,ABNORMAL
499.8616304,275.0008277,589.8698759,ABNORMAL
54.1126914,274.9079866,799.7955949,ABNORMAL
53.99828007,279.0563093,592.7976175,NORMAL
500.0322624,274.8786658,589.9899754,ABNORMAL
53.91255937,499.8371294,589.7781621,ABNORMAL
96.02223017,274.8089105,591.0988296,NORMAL
53.98152102,279.1247277,593.2017844,NORMAL
499.9700827,274.9360753,589.9830136,ABNORMAL
